股票代码,股票简称,申购代码,交易所,板块,发行总数,网上发行,顶格申购需配市值,申购上限,发行价格,最新价,首日收盘价,申购日期,中签号公布日,中签缴款日期,上市日期,发行市盈率,行业市盈率,中签率,询价累计报价倍数,配售对象报价家数,连续一字板数量,涨幅,每中一签获利
603008,ST喜临门,732008,上海证券交易所,非科创板,5250.0,36700000,26.0,26000,12.5,8.49,11.66,2012-07-06,2012-07-11,2012-07-06,2012-07-17 00:00:00,29.87,28.8,2.4704422,65.99,159.0,1,-8.42,-1050.0
002688,金河生物,002688,深圳证券交易所,非科创板,2723.0,19056000,13.5,13500,18.0,4.91,30.72,2012-07-05,2012-07-10,2012-07-05,2012-07-13 00:00:00,26.87,27.76,0.7358850141,28.08,53.0,1,49.2,4430.0
002687,乔治白,002687,深圳证券交易所,非科创板,2465.0,17255000,12.0,12000,23.0,5.54,25.38,2012-07-04,2012-07-09,2012-07-04,2012-07-13 00:00:00,24.73,22.45,1.3381814459,45.0,82.0,1,10.97,1260.0
300335,迪森股份,300335,深圳证券交易所,非科创板,3488.0,20668000,17.0,17000,13.95,4.98,16.44,2012-06-29,2012-07-04,2012-06-29,2012-07-10 00:00:00,47.58,19.91,1.1820018655,34.73,114.0,1,26.07,1820.0
601608,中信重工,780608,上海证券交易所,非科创板,68500.0,452000000,310.0,310000,4.67,4.77,4.79,2012-06-27,2012-07-02,2012-06-27,2012-07-06 00:00:00,16.19,19.97,7.23088818,13.24,134.0,1,1.76,80.0
300334,津膜科技,300334,深圳证券交易所,非科创板,2900.0,14300000,14.0,14000,16.78,10.28,32.28,2012-06-21,2012-06-27,2012-06-21,2012-07-05 00:00:00,46.61,37.29,0.6591467092,110.36,236.0,1,84.86,7120.0
002686,亿利达,002686,深圳证券交易所,非科创板,2267.0,15704000,11.0,11000,16.0,5.28,23.03,2012-06-21,2012-06-27,2012-06-21,2012-07-03 00:00:00,23.85,28.39,2.1896476959,16.4,39.0,1,25.37,2030.0
300333,兆日科技,300333,深圳证券交易所,非科创板,2800.0,16800000,14.0,14000,23.0,8.32,25.22,2012-06-19,2012-06-25,2012-06-19,2012-06-28 00:00:00,31.51,34.78,3.2927488965,43.9,122.0,1,9.71,1115.0
300332,天壕能源,300332,深圳证券交易所,非科创板,8000.0,48000000,40.0,40000,8.18,,10.93,2012-06-18,2012-06-21,2012-06-18,2012-06-28 00:00:00,51.13,42.37,0.838848031,70.5,180.0,1,30.87,1260.0
300331,苏大维格,300331,深圳证券交易所,非科创板,1550.0,10800000,7.5,7500,20.0,68.75,20.41,2012-06-15,2012-06-20,2012-06-15,2012-06-28 00:00:00,34.48,34.31,1.9211407307,53.4,99.0,1,2.46,245.0
300329,海伦钢琴,300329,深圳证券交易所,非科创板,1677.0,10047000,8.0,8000,21.0,11.94,19.91,2012-06-08,2012-06-13,2012-06-08,2012-06-19 00:00:00,42.86,40.94,1.2729330991,53.29,106.0,1,-4.5,-475.0
300328,宜安科技,300328,深圳证券交易所,非科创板,2800.0,19600000,14.0,14000,12.8,13.92,14.35,2012-06-08,2012-06-13,2012-06-08,2012-06-19 00:00:00,30.99,25.02,0.9775290509,32.93,75.0,1,12.13,775.0
300326,ST凯利,300326,深圳证券交易所,非科创板,1300.0,6500000,6.5,6500,29.09,6.26,47.19,2012-06-05,2012-06-08,2012-06-05,2012-06-13 00:00:00,45.96,36.78,0.5637716846,107.9,216.0,1,53.7,7810.0
300327,中颖电子,300327,深圳证券交易所,非科创板,3200.0,22400000,16.0,16000,12.5,32.69,12.04,2012-06-04,2012-06-07,2012-06-04,2012-06-13 00:00:00,26.6,34.15,0.7068629768,39.4,72.0,1,-5.52,-345.0
002682,龙洲股份,002682,深圳证券交易所,非科创板,4000.0,28000000,20.0,20000,10.6,4.37,9.76,2012-06-01,2012-06-06,2012-06-01,2012-06-12 00:00:00,22.08,28.3,1.5720622087,26.5,66.0,1,-6.94,-370.0
601339,百隆东方,780339,上海证券交易所,非科创板,15000.0,105000000,75.0,75000,13.6,7.4,12.33,2012-05-31,2012-06-05,2012-05-31,2012-06-12 00:00:00,12.5,26.19,6.32964807,6.3,79.0,1,-8.66,-1180.0
601965,中国汽研,780965,上海证券交易所,非科创板,19200.0,134400000,96.0,96000,8.2,12.19,7.58,2012-05-30,2012-06-04,2012-05-30,2012-06-11 00:00:00,28.28,35.76,1.3020986,25.99,158.0,1,-7.62,-630.0
300324,旋极信息,300324,深圳证券交易所,非科创板,1400.0,9800000,7.0,7000,27.0,3.86,25.59,2012-05-30,2012-06-04,2012-05-30,2012-06-08 00:00:00,36.99,35.47,2.2827806131,29.7,65.0,1,-3.68,-495.0
002685,华东重机,002685,深圳证券交易所,非科创板,5000.0,35000000,25.0,25000,9.99,6.27,9.08,2012-05-30,2012-06-04,2012-05-30,2012-06-12 00:00:00,27.0,28.8,1.2627312625,18.4,67.0,1,-7.96,-400.0
002683,广东宏大,002683,深圳证券交易所,非科创板,5476.0,38112000,27.0,27000,14.46,30.17,16.0,2012-05-30,2012-06-04,2012-05-30,2012-06-12 00:00:00,26.78,21.44,0.846118709,39.78,147.0,1,7.54,545.0
300322,硕贝德,300322,深圳证券交易所,非科创板,2334.5,16314000,11.0,11000,14.3,23.58,13.99,2012-05-28,2012-05-31,2012-05-28,2012-06-08 00:00:00,37.63,32.43,1.1076168517,34.8,79.0,1,-2.25,-160.0
002681,奋达科技,002681,深圳证券交易所,非科创板,3750.0,26250000,18.0,18000,12.48,4.54,11.93,2012-05-25,2012-05-30,2012-05-25,2012-06-05 00:00:00,24.47,19.88,0.6125650034,30.33,86.0,1,-3.67,-230.0
300320,海达股份,300320,深圳证券交易所,非科创板,1667.0,11669000,8.0,8000,19.8,9.13,19.93,2012-05-24,2012-05-29,2012-05-24,2012-06-01 00:00:00,26.4,28.64,1.0797466311,33.8,103.0,1,2.22,220.0
002679,福建金森,002679,深圳证券交易所,非科创板,3468.0,24216000,17.0,17000,12.0,8.21,12.82,2012-05-23,2012-05-28,2012-05-23,2012-06-05 00:00:00,43.8,36.44,0.5783521335,63.75,145.0,1,10.23,615.0
300323,华灿光电,300323,深圳证券交易所,非科创板,5000.0,35000000,25.0,25000,20.0,20.69,19.92,2012-05-22,2012-05-25,2012-05-22,2012-06-01 00:00:00,34.42,34.1,2.0593129191,17.92,91.0,1,-1.13,-115.0
002678,珠江钢琴,002678,深圳证券交易所,非科创板,4800.0,33600000,24.0,24000,13.5,4.29,17.07,2012-05-21,2012-05-24,2012-05-21,2012-05-30 00:00:00,44.63,40.41,0.6730117385,76.67,178.0,1,19.35,1305.0
603128,华贸物流,732128,上海证券交易所,非科创板,10000.0,60000000,50.0,50000,6.66,5.2,8.05,2012-05-17,2012-05-22,2012-05-17,2012-05-29 00:00:00,27.75,13.97,0.50384192,63.0,229.0,1,19.12,1270.0
300319,麦捷科技,300319,深圳证券交易所,非科创板,1334.0,10700000,10.0,10000,15.3,28.25,16.4,2012-05-15,2012-05-18,2012-05-15,2012-05-23 00:00:00,27.82,74.57,0.8622346463,51.0,69.0,1,8.53,655.0
300318,博晖创新,300318,深圳证券交易所,非科创板,2560.0,20500000,20.0,20000,15.0,4.43,18.71,2012-05-15,2012-05-18,2012-05-15,2012-05-23 00:00:00,34.09,49.22,0.5408763331,60.33,91.0,1,27.81,2085.0
002676,顺威股份,002676,深圳证券交易所,非科创板,4000.0,28000000,20.0,20000,15.8,5.22,15.37,2012-05-15,2012-05-18,2012-05-15,2012-05-25 00:00:00,25.08,30.97,1.2594472601,25.75,80.0,1,-2.76,-220.0
002675,东诚药业,002675,深圳证券交易所,非科创板,2700.0,18900000,13.5,13500,26.0,12.85,28.6,2012-05-15,2012-05-18,2012-05-15,2012-05-25 00:00:00,22.81,26.28,1.2965501818,16.78,54.0,1,6.12,795.0
300321,同大股份,300321,深圳证券交易所,非科创板,1110.0,8900000,8.5,8500,23.0,60.06,24.1,2012-05-14,2012-05-17,2012-05-14,2012-05-23 00:00:00,21.1,30.97,1.1220429755,24.25,52.0,1,5.81,670.0
002677,浙江美大,002677,深圳证券交易所,非科创板,5000.0,35000000,25.0,25000,9.6,5.66,11.22,2012-05-14,2012-05-17,2012-05-14,2012-05-25 00:00:00,25.95,27.04,0.6884334912,63.0,139.0,1,16.08,770.0
603366,日出东方,732366,上海证券交易所,非科创板,10000.0,80000000,80.0,80000,21.5,6.96,20.06,2012-05-10,2012-05-15,2012-05-10,2012-05-21 00:00:00,23.89,27.04,1.60748832,22.7,101.0,1,-6.36,-1370.0
603002,宏昌电子,732002,上海证券交易所,非科创板,10000.0,80000000,80.0,80000,3.6,22.79,8.56,2012-05-04,2012-05-09,2012-05-04,2012-05-18 00:00:00,36.0,74.57,0.35479555,79.52,128.0,1,131.46,4730.0
300317,珈伟新能,300317,深圳证券交易所,非科创板,3500.0,28000000,28.0,28000,11.0,3.97,13.03,2012-05-03,2012-05-08,2012-05-03,2012-05-11 00:00:00,27.5,27.04,0.697744193,17.0,36.0,1,19.83,1090.0
300316,晶盛机电,300316,深圳证券交易所,非科创板,3335.0,26750000,26.0,26000,33.0,53.8,34.88,2012-05-02,2012-05-07,2012-05-02,2012-05-11 00:00:00,34.74,49.22,8.7481052585,8.67,33.0,1,4.49,740.0
300315,掌趣科技,300315,深圳证券交易所,非科创板,4091.5,32755000,32.0,32000,16.0,4.06,24.0,2012-05-02,2012-05-07,2012-05-02,2012-05-11 00:00:00,48.16,29.43,0.8261420553,32.63,76.0,1,58.9,4710.0
603333,福华尚纬,732333,上海证券交易所,非科创板,8667.0,69370000,69.0,69000,9.3,8.58,11.67,2012-04-25,2012-05-02,2012-04-25,2012-05-07 00:00:00,24.47,27.04,1.84802062,21.65,71.0,1,21.6,2010.0
002674,兴业科技,002674,深圳证券交易所,非科创板,6000.0,48000000,48.0,48000,12.0,28.25,12.65,2012-04-25,2012-05-02,2012-04-25,2012-05-07 00:00:00,23.53,16.93,2.1420328427,17.1,40.0,1,5.13,310.0
300314,戴维医疗,300314,深圳证券交易所,非科创板,2000.0,16000000,16.0,16000,20.0,9.69,29.9,2012-04-24,2012-04-27,2012-04-24,2012-05-08 00:00:00,29.85,49.22,1.3406005052,33.8,50.0,1,45.44,4545.0
002673,西部证券,002673,深圳证券交易所,非科创板,20000.0,160000000,160.0,160000,8.7,6.66,14.5,2012-04-23,2012-04-26,2012-04-23,2012-05-03 00:00:00,48.33,16.04,1.2719487173,32.6,92.0,1,64.43,2805.0
603123,翠微股份,732123,上海证券交易所,非科创板,7700.0,61600000,61.0,61000,9.0,8.13,14.08,2012-04-19,2012-04-24,2012-04-19,2012-05-03 00:00:00,28.13,21.78,0.91056197,28.34,66.0,1,36.54,3290.0
603001,奥康国际,732001,上海证券交易所,非科创板,8100.0,64800000,64.0,64000,25.5,12.73,23.65,2012-04-18,2012-04-23,2012-04-18,2012-04-26 00:00:00,25.25,16.93,15.31596264,18.83,64.0,1,-8.06,-2060.0
603000,人民网,732000,上海证券交易所,非科创板,6910.5691,55305000,55.0,55000,20.0,15.51,34.72,2012-04-18,2012-04-23,2012-04-18,2012-04-27 00:00:00,46.13,29.43,1.5039154,79.75,226.0,1,62.03,12410.0
002671,龙泉股份,002671,深圳证券交易所,非科创板,2360.0,18920000,18.0,18000,21.0,3.75,21.26,2012-04-18,2012-04-23,2012-04-18,2012-04-26 00:00:00,28.77,45.16,3.3216000562,22.17,42.0,1,0.25,25.0
300313,天山生物,300313,深圳证券交易所,非科创板,2273.0,18210000,18.0,18000,13.0,8.38,15.4,2012-04-17,2012-04-20,2012-04-17,2012-04-25 00:00:00,56.52,15.4,0.9127336875,31.75,43.0,1,19.12,1245.0
002672,东江环保,002672,深圳证券交易所,非科创板,2500.0,20000000,20.0,20000,43.0,3.42,41.45,2012-04-17,2012-04-20,2012-04-17,2012-04-26 00:00:00,33.1,40.25,7.8225685013,17.8,42.0,1,-3.73,-800.0
300311,ST任子行,300311,深圳证券交易所,非科创板,1770.0,14160000,14.0,14000,15.0,5.21,15.72,2012-04-16,2012-04-19,2012-04-16,2012-04-25 00:00:00,30.61,78.37,0.666760214,41.67,57.0,1,5.95,445.0
300310,宜通世纪,300310,深圳证券交易所,非科创板,2200.0,17600000,17.0,17000,17.0,4.24,19.8,2012-04-16,2012-04-19,2012-04-16,2012-04-25 00:00:00,23.24,19.53,0.9959054705,26.0,44.0,1,14.1,1200.0
601388,怡球资源,780388,上海证券交易所,非科创板,10500.0,84000000,84.0,84000,13.0,2.85,15.14,2012-04-09,2012-04-12,2012-04-09,2012-04-23 00:00:00,18.06,40.25,1.69145691,14.34,54.0,1,10.88,1410.0
002670,国盛证券,002670,深圳证券交易所,非科创板,5000.0,40000000,40.0,40000,7.3,12.44,8.92,2012-04-06,2012-04-11,2012-04-06,2012-04-16 00:00:00,22.12,16.04,0.5080952272,32.8,54.0,1,26.52,970.0
002669,康达新材,002669,深圳证券交易所,非科创板,2500.0,20000000,20.0,20000,12.0,18.4,13.5,2012-04-05,2012-04-10,2012-04-05,2012-04-16 00:00:00,21.43,30.7,0.500489604,31.75,49.0,1,14.38,865.0
002668,TCL智家,002668,深圳证券交易所,非科创板,4135.0,33100000,33.0,33000,11.0,11.03,13.55,2012-03-28,2012-04-05,2012-03-28,2012-04-16 00:00:00,12.94,27.04,0.7320330127,42.8,66.0,1,32.16,1770.0
601012,隆基绿能,780012,上海证券交易所,非科创板,7500.0,60000000,60.0,60000,21.0,12.78,19.75,2012-03-27,2012-03-30,2012-03-27,2012-04-11 00:00:00,24.71,27.04,2.08633606,15.34,65.0,1,-5.59,-1170.0
300308,中际旭创,300308,深圳证券交易所,非科创板,1667.0,13390000,13.0,13000,20.0,1143.0,21.8,2012-03-26,2012-03-29,2012-03-26,2012-04-10 00:00:00,26.73,74.57,0.3757311886,27.0,41.0,1,5.11,510.0
300306,远方信息,300306,深圳证券交易所,非科创板,1500.0,12000000,12.0,12000,45.0,9.63,40.62,2012-03-21,2012-03-26,2012-03-21,2012-03-29 00:00:00,51.72,73.0,1.7288463048,56.67,99.0,1,-9.08,-2045.0
002667,*ST威领,002667,深圳证券交易所,非科创板,1700.0,13600000,13.0,13000,25.0,11.84,22.63,2012-03-21,2012-03-26,2012-03-21,2012-03-29 00:00:00,30.49,28.66,0.6380885869,39.8,68.0,1,-7.38,-925.0
300307,慈星股份,300307,深圳证券交易所,非科创板,6100.0,49000000,49.0,49000,35.0,7.22,30.22,2012-03-20,2012-03-23,2012-03-20,2012-03-29 00:00:00,16.43,49.22,1.4411345081,4.7,40.0,1,-12.36,-2165.0
300305,裕兴股份,300305,深圳证券交易所,非科创板,2000.0,16000000,16.0,16000,42.0,5.88,35.07,2012-03-19,2012-03-22,2012-03-19,2012-03-29 00:00:00,30.37,30.97,0.9447791357,35.5,75.0,1,-15.39,-3230.0
002666,德联集团,002666,深圳证券交易所,非科创板,4000.0,32000000,32.0,32000,17.0,4.0,18.5,2012-03-14,2012-03-19,2012-03-14,2012-03-27 00:00:00,23.29,30.7,0.486484843,29.5,52.0,1,6.53,555.0
300304,云意电气,300304,深圳证券交易所,非科创板,2500.0,20000000,20.0,20000,22.0,16.88,22.5,2012-03-13,2012-03-16,2012-03-13,2012-03-21 00:00:00,29.5,24.83,0.8886525073,35.6,59.0,1,3.88,425.0
300302,同有科技,300302,深圳证券交易所,非科创板,1500.0,12000000,12.0,12000,21.0,45.29,27.1,2012-03-13,2012-03-16,2012-03-13,2012-03-21 00:00:00,39.62,78.37,0.4057670316,81.67,108.0,1,36.77,3860.0
300301,ST长方,300301,深圳证券交易所,非科创板,2700.0,21640000,21.0,21000,20.0,3.94,21.31,2012-03-12,2012-03-15,2012-03-12,2012-03-21 00:00:00,32.79,74.57,0.5576085088,25.25,47.0,1,7.84,785.0
300303,聚飞光电,300303,深圳证券交易所,非科创板,2046.0,16460000,16.0,16000,25.0,9.62,28.67,2012-03-09,2012-03-14,2012-03-09,2012-03-19 00:00:00,27.53,74.57,0.4273524245,31.2,53.0,1,12.33,1540.0
300299,富春股份,300299,深圳证券交易所,非科创板,1700.0,13610000,13.5,13500,16.0,4.94,23.36,2012-03-08,2012-03-13,2012-03-08,2012-03-19 00:00:00,34.7,29.43,0.319964228,35.33,49.0,1,41.95,3355.0
300300,海峡创新,300300,深圳证券交易所,非科创板,2200.0,17600000,17.0,17000,18.0,8.62,22.35,2012-03-07,2012-03-12,2012-03-07,2012-03-19 00:00:00,37.5,78.37,0.7940912393,38.75,55.0,1,21.77,1960.0
002660,茂硕电源,002660,深圳证券交易所,非科创板,2428.0,19430000,19.0,19000,18.5,6.56,24.5,2012-03-07,2012-03-12,2012-03-07,2012-03-16 00:00:00,34.91,74.57,1.0785456564,56.6,96.0,1,60.99,5640.0
300298,三诺生物,300298,深圳证券交易所,非科创板,2200.0,17600000,17.0,17000,29.0,14.7,34.37,2012-03-06,2012-03-09,2012-03-06,2012-03-19 00:00:00,29.32,49.22,1.3991534327,36.6,68.0,1,15.34,2225.0
002663,普邦股份,002663,深圳证券交易所,非科创板,4368.0,34990000,30.0,30000,30.0,1.5,39.0,2012-03-06,2012-03-09,2012-03-06,2012-03-16 00:00:00,31.25,8.29,1.3235048254,39.27,112.0,1,48.5,7275.0
300296,利亚德,300296,深圳证券交易所,非科创板,2500.0,20000000,20.0,20000,16.0,5.4,24.98,2012-03-05,2012-03-08,2012-03-05,2012-03-15 00:00:00,31.37,74.57,0.9702998493,48.5,73.0,1,48.38,3870.0
002664,信质集团,002664,深圳证券交易所,非科创板,3334.0,26740000,26.0,26000,16.0,18.07,22.5,2012-03-05,2012-03-08,2012-03-05,2012-03-16 00:00:00,28.07,24.83,0.8941354047,25.33,47.0,1,72.38,5790.0
002661,克明食品,002661,深圳证券交易所,非科创板,2077.0,16650000,16.0,16000,21.0,7.25,27.0,2012-03-05,2012-03-08,2012-03-05,2012-03-16 00:00:00,28.77,21.16,1.1269474108,37.5,61.0,1,53.28,5595.0
002659,凯文教育,002659,深圳证券交易所,非科创板,3900.0,31200000,31.0,31000,10.1,3.91,15.8,2012-03-02,2012-03-07,2012-03-02,2012-03-09 00:00:00,21.49,36.4,0.477286297,52.2,71.0,1,45.02,2275.0
300295,*ST三六五,300295,深圳证券交易所,非科创板,1335.0,10700000,10.0,10000,34.0,10.2,59.4,2012-03-01,2012-03-06,2012-03-01,2012-03-15 00:00:00,25.19,29.43,1.0442773601,32.2,57.0,1,68.34,11620.0
300294,博雅生物,300294,深圳证券交易所,非科创板,1902.0311,15230000,15.0,15000,25.0,15.05,38.8,2012-02-29,2012-03-05,2012-02-29,2012-03-08 00:00:00,31.25,26.28,0.5214356977,46.8,79.0,1,51.96,6495.0
002662,峰璟股份,002662,深圳证券交易所,非科创板,7500.0,60000000,60.0,60000,20.0,3.68,21.38,2012-02-29,2012-03-05,2012-02-29,2012-03-09 00:00:00,19.61,24.83,1.3197661374,41.13,105.0,1,5.84,585.0
002658,雪迪龙,002658,深圳证券交易所,非科创板,3438.0,27504000,27.5,27500,20.51,8.38,26.9,2012-02-29,2012-03-05,2012-02-29,2012-03-09 00:00:00,35.98,73.0,1.09053429,35.83,80.0,1,24.54,2515.0
300293,蓝英装备,300293,深圳证券交易所,非科创板,1500.0,12000000,12.0,12000,24.8,19.45,32.2,2012-02-28,2012-03-02,2012-02-28,2012-03-08 00:00:00,23.4,49.22,0.4777352483,26.0,41.0,1,27.35,3390.0
300292,吴通控股,300292,深圳证券交易所,非科创板,1670.0,13400000,13.0,13000,12.0,4.88,20.31,2012-02-21,2012-02-24,2012-02-21,2012-02-29 00:00:00,23.67,78.37,0.2993498635,32.33,40.0,1,79.41,4765.0
002657,中科金财,002657,深圳证券交易所,非科创板,1745.0,14010000,14.0,14000,22.0,21.46,40.06,2012-02-20,2012-02-23,2012-02-20,2012-02-28 00:00:00,29.73,78.37,0.3614079277,33.88,77.0,1,82.89,9120.0
002656,*ST摩登,002656,深圳证券交易所,非科创板,2500.0,20000000,20.0,20000,27.8,2.96,34.99,2012-02-17,2012-02-22,2012-02-17,2012-02-28 00:00:00,26.23,19.65,1.4409580065,34.13,65.0,1,29.4,4085.0
601800,中国交建,780800,上海证券交易所,非科创板,134973.5425,413352000,430.0,430000,5.4,5.87,6.66,2012-02-15,2012-02-20,2012-02-15,2012-03-09 00:00:00,10.43,8.29,1.28080625,4.86,127.0,1,23.97,1290.0
601929,吉视传媒,780929,上海证券交易所,非科创板,28000.0,224000000,220.0,220000,7.0,2.29,13.12,2012-02-10,2012-02-15,2012-02-10,2012-02-23 00:00:00,37.19,19.53,2.33011244,21.93,99.0,1,62.74,4390.0
601231,环旭电子,780231,上海证券交易所,非科创板,10680.0,85500000,85.0,85000,7.6,28.71,11.63,2012-02-10,2012-02-15,2012-02-10,2012-02-20 00:00:00,23.03,74.57,1.46358874,19.02,76.0,1,50.58,3840.0
002655,共达电声,002655,深圳证券交易所,非科创板,3000.0,24000000,24.0,24000,11.0,42.02,14.73,2012-02-09,2012-02-14,2012-02-09,2012-02-17 00:00:00,29.73,74.57,0.7932199525,38.4,60.0,1,41.35,2275.0
300290,ST荣科,300290,深圳证券交易所,非科创板,1700.0,13610000,13.5,13500,11.11,4.69,17.52,2012-02-08,2012-02-13,2012-02-08,2012-02-16 00:00:00,23.15,78.37,0.7136379569,21.33,31.0,1,58.61,3255.0
300289,利德曼,300289,深圳证券交易所,非科创板,3840.0,30720000,30.5,30500,13.0,5.78,16.51,2012-02-08,2012-02-13,2012-02-08,2012-02-16 00:00:00,37.14,26.28,2.288771942,21.67,39.0,1,23.89,1555.0
300288,朗玛信息,300288,深圳证券交易所,非科创板,1340.0,10720000,10.0,10000,22.44,9.04,40.96,2012-02-08,2012-02-13,2012-02-08,2012-02-16 00:00:00,34.0,19.53,2.2951763828,34.75,69.0,1,78.45,8805.0
601515,衢州东峰,780515,上海证券交易所,非科创板,5600.0,44800000,44.0,44000,13.2,3.28,15.97,2012-02-07,2012-02-10,2012-02-07,2012-02-16 00:00:00,18.08,26.28,1.94385133,22.46,55.0,1,17.45,2300.0
002654,万润科技,002654,深圳证券交易所,非科创板,2200.0,17600000,17.0,17000,12.0,19.0,16.42,2012-02-06,2012-02-09,2012-02-06,2012-02-17 00:00:00,30.0,31.65,0.5398807784,28.0,41.0,1,40.1,2405.0
300291,百纳千成,300291,深圳证券交易所,非科创板,1500.0,12000000,12.0,12000,45.0,4.97,55.46,2012-02-01,2012-02-06,2012-02-01,2012-02-09 00:00:00,82.46,43.45,4.6103044146,32.0,60.0,1,21.31,4795.0
300287,飞利信,300287,深圳证券交易所,非科创板,2100.0,16800000,16.5,16500,15.0,3.68,15.65,2012-01-16,2012-01-19,2012-01-16,2012-02-01 00:00:00,37.5,78.37,1.5354910944,28.6,53.0,1,6.17,465.0
002652,扬子新材,002652,深圳证券交易所,非科创板,2668.0,21360000,21.0,21000,10.1,4.61,13.06,2012-01-11,2012-01-16,2012-01-11,2012-01-19 00:00:00,18.74,53.71,0.4562064257,25.25,44.0,1,25.68,1295.0
002653,海思科,002653,深圳证券交易所,非科创板,4010.0,32100000,32.0,32000,20.0,78.8,19.02,2012-01-09,2012-01-12,2012-01-09,2012-01-17 00:00:00,32.87,26.28,3.1407680499,18.9,51.0,1,-8.18,-820.0
300286,安科瑞,300286,深圳证券交易所,非科创板,867.0,6990000,6.5,6500,30.0,22.71,35.12,2012-01-04,2012-01-09,2012-01-04,2012-01-13 00:00:00,32.97,73.0,1.137149318,25.0,49.0,1,22.73,3410.0
300285,国瓷材料,300285,深圳证券交易所,非科创板,1560.0,12480000,12.0,12000,26.0,92.79,26.49,2012-01-04,2012-01-09,2012-01-04,2012-01-13 00:00:00,55.32,30.7,1.625842559,39.75,61.0,1,4.88,635.0
300283,温州宏丰,300283,深圳证券交易所,非科创板,1771.0,14210000,14.0,14000,20.0,21.36,28.11,2011-12-28,2012-01-04,2011-12-28,2012-01-10 00:00:00,32.32,27.04,2.3140269769,16.6,33.0,1,33.98,3400.0
300284,苏交科,300284,深圳证券交易所,非科创板,6000.0,48000000,48.0,48000,13.3,5.06,13.04,2011-12-27,2011-12-30,2011-12-27,2012-01-10 00:00:00,35.95,37.52,1.1455278592,13.0,35.0,1,-4.9,-325.0
002651,利君股份,002651,深圳证券交易所,非科创板,4100.0,33000000,30.0,30000,25.0,7.6,20.78,2011-12-26,2011-12-29,2011-12-26,2012-01-06 00:00:00,17.61,49.22,1.48834155,8.75,36.0,1,-17.99,-2250.0
002650,ST加加,002650,深圳证券交易所,非科创板,4000.0,32000000,32.0,32000,30.0,6.05,22.1,2011-12-26,2011-12-29,2011-12-26,2012-01-06 00:00:00,40.54,21.16,3.7034186605,18.5,42.0,1,-26.46,-3970.0
002649,博彦科技,002649,深圳证券交易所,非科创板,2500.0,20000000,20.0,20000,22.0,8.19,19.93,2011-12-26,2011-12-29,2011-12-26,2012-01-06 00:00:00,39.86,78.37,0.6995214399,11.2,56.0,1,-10.97,-1205.0
300279,和晶科技,300279,深圳证券交易所,非科创板,1550.0,12500000,12.5,12500,15.6,6.03,16.09,2011-12-20,2011-12-23,2011-12-20,2011-12-29 00:00:00,31.33,74.57,0.5270525535,29.0,42.0,1,4.62,360.0
300281,金明精机,300281,深圳证券交易所,非科创板,1500.0,12000000,12.0,12000,25.0,6.46,21.06,2011-12-19,2011-12-22,2011-12-19,2011-12-29 00:00:00,44.42,49.22,1.4545860066,24.2,36.0,1,-13.96,-1745.0
002647,仁东控股,002647,深圳证券交易所,非科创板,4223.0,33830000,33.5,33500,12.8,10.57,11.8,2011-12-19,2011-12-22,2011-12-19,2011-12-28 00:00:00,30.84,31.03,0.7732938191,13.38,34.0,1,-7.09,-455.0
002648,卫星化学,002648,深圳证券交易所,非科创板,5000.0,40000000,40.0,40000,40.0,24.73,35.65,2011-12-16,2011-12-21,2011-12-16,2011-12-28 00:00:00,26.14,30.7,2.7688971171,6.8,37.0,1,-9.63,-1925.0
002646,天佑德酒,002646,深圳证券交易所,非科创板,6000.0,48000000,48.0,48000,16.0,6.5,20.3,2011-12-13,2011-12-16,2011-12-13,2011-12-22 00:00:00,53.33,19.08,0.656550096,84.9,174.0,1,25.14,2010.0
002644,佛慈制药,002644,深圳证券交易所,非科创板,2020.0,16300000,16.0,16000,16.0,7.16,19.23,2011-12-13,2011-12-16,2011-12-13,2011-12-22 00:00:00,46.92,26.28,0.482519831,102.33,126.0,1,14.41,1150.0
002645,华宏科技,002645,深圳证券交易所,非科创板,1667.0,13370000,13.0,13000,27.0,25.25,25.42,2011-12-12,2011-12-15,2011-12-12,2011-12-20 00:00:00,40.6,40.25,0.9923631827,54.0,75.0,1,-4.08,-550.0
002643,万润股份,002643,深圳证券交易所,非科创板,3446.0,27660000,27.0,27000,25.0,21.0,25.1,2011-12-12,2011-12-15,2011-12-12,2011-12-20 00:00:00,34.62,30.7,0.9458085227,33.25,76.0,1,4.31,540.0
002642,荣联科技,002642,深圳证券交易所,非科创板,2500.0,20000000,20.0,20000,25.0,6.16,28.97,2011-12-08,2011-12-13,2011-12-08,2011-12-20 00:00:00,49.09,78.37,0.8665766582,28.0,50.0,1,16.9,2110.0
601336,新华保险,780336,上海证券交易所,非科创板,15854.0,126832000,126.0,126000,23.25,63.48,26.44,2011-12-07,2011-12-12,2011-12-07,2011-12-16 00:00:00,41.58,6.41,2.22440358,51.08,237.0,1,10.63,2470.0
300278,华昌达,300278,深圳证券交易所,非科创板,2170.0,17380000,17.0,17000,16.56,3.88,17.9,2011-12-07,2011-12-12,2011-12-07,2011-12-16 00:00:00,46.0,49.22,0.433907716,21.25,31.0,1,5.87,485.0
